#
# ROI List for monture
#
# Site: monture
# Veg Type: DB
# ROI ID Number: 2000
# Owner: bijan
# Creation Date: 2015-02-23
# Creation Time: 17:30:11
# Update Date: 2018-05-07
# Update Time: 15:06:01
# Description: Deciduous trees in foreground
#
start_date,start_time,end_date,end_time,maskfile,sample_image
2010-11-04,12:00:00,2011-05-04,15:00:00,monture_DB_2000_42.tif,monture_2010_11_04_120000.jpg
2011-05-12,15:00:00,2012-01-26,09:00:00,monture_DB_2000_43.tif,monture_2011_05_12_150000.jpg
2012-01-26,09:02:54,2012-07-02,14:01:08,monture_DB_2000_44.tif,monture_2012_01_26_090254.jpg
2012-07-02,14:01:09,2012-07-15,12:00:59,monture_DB_2000_45.tif,monture_2012_07_02_140109.jpg
2012-07-15,12:01:00,2013-02-26,16:01:37,monture_DB_2000_46.tif,monture_2012_07_15_120100.jpg
2013-02-26,16:01:38,2013-02-27,15:02:18,monture_DB_2000_47.tif,monture_2013_02_26_160138.jpg
2013-02-27,15:02:19,2013-03-27,07:03:07,monture_DB_2000_48.tif,monture_2013_02_27_150219.jpg
2013-03-27,07:03:08,2013-04-02,14:02:04,monture_DB_2000_49.tif,monture_2013_03_27_070308.jpg
2013-04-19,13:02:57,2013-05-20,14:02:41,monture_DB_2000_50.tif,monture_2013_04_19_130257.jpg
2013-05-20,14:02:42,2013-08-26,15:00:46,monture_DB_2000_51.tif,monture_2013_05_20_140242.jpg
2013-08-26,15:00:47,2014-01-08,16:00:00,monture_DB_2000_52.tif,monture_2013_08_26_150047.jpg
2014-01-08,16:00:00,2014-09-19,14:00:00,monture_DB_2000_53.tif,monture_2014_01_08_160039.jpg
2014-09-19,14:00:00,2014-10-10,10:05:00,monture_DB_2000_54.tif,monture_2014_09_19_140042.jpg
2014-10-10,13:00:00,2015-03-06,14:00:00,monture_DB_2000_55.tif,monture_2014_10_10_130044.jpg
2015-03-06,14:00:00,2015-11-06,12:20:22,monture_DB_2000_57.tif,monture_2015_03_06_140056.jpg
2015-11-07,12:00:51,2017-01-24,12:01:03,monture_DB_2000_58.tif,monture_2015_11_07_120051.jpg
2017-01-25,12:00:56,2017-04-17,12:01:18,monture_DB_2000_59.tif,monture_2017_04_17_120118.jpg
2017-04-18,12:01:21,2017-06-28,12:01:15,monture_DB_2000_60.tif,monture_2017_06_28_120115.jpg
2017-06-29,12:01:03,2017-07-10,12:01:02,monture_DB_2000_61.tif,monture_2017_06_29_120103.jpg
2017-07-11,12:01:04,9999-12-31,00:00:00,monture_DB_2000_62.tif,monture_2018_03_22_121921.jpg

