#
# ROI List for eastend
#
# Site: eastend
# Veg Type: WL
# ROI ID Number: 1000
# Owner: bijan
# Creation Date: 2015-04-16
# Creation Time: 10:39:49
# Update Date: 2018-12-20
# Update Time: 08:29:57
# Description: wetland visible in FOV
#
start_date,start_time,end_date,end_time,maskfile,sample_image
2013-11-30,13:15:00,2013-12-06,13:15:00,eastend_WL_1000_01.tif,eastend_2013_11_30_131500.jpg
2013-12-06,13:15:00,2014-02-23,13:15:00,eastend_WL_1000_02.tif,eastend_2013_12_06_131500.jpg
2014-02-23,13:15:00,2014-03-13,13:15:00,eastend_WL_1000_03.tif,eastend_2014_02_23_131500.jpg
2014-03-13,13:15:00,2014-04-05,13:15:00,eastend_WL_1000_04.tif,eastend_2014_03_13_131500.jpg
2014-04-05,13:15:00,2014-06-12,13:15:00,eastend_WL_1000_05.tif,eastend_2014_04_05_131500.jpg
2014-06-12,13:15:00,2014-06-29,13:15:00,eastend_WL_1000_06.tif,eastend_2014_06_12_131500.jpg
2014-06-29,13:15:00,2014-07-09,13:15:00,eastend_WL_1000_07.tif,eastend_2014_06_29_131500.jpg
2014-07-09,13:15:00,2014-08-10,13:15:00,eastend_WL_1000_08.tif,eastend_2014_07_09_131500.jpg
2014-08-10,13:15:00,2014-09-23,13:15:00,eastend_WL_1000_09.tif,eastend_2014_08_10_131500.jpg
2014-09-23,13:15:00,2014-10-12,13:15:00,eastend_WL_1000_10.tif,eastend_2014_09_23_131500.jpg
2014-10-12,13:15:00,2014-10-30,13:15:00,eastend_WL_1000_11.tif,eastend_2014_10_12_131500.jpg
2014-10-30,13:15:00,2014-11-11,13:45:00,eastend_WL_1000_12.tif,eastend_2014_10_30_131500.jpg
2014-11-11,13:45:00,2015-01-21,13:15:00,eastend_WL_1000_13.tif,eastend_2014_11_11_134500.jpg
2015-04-23,11:00:00,2015-05-07,13:50:00,eastend_WL_1000_14.tif,eastend_2015_04_23_114500.jpg
2015-05-07,14:45:00,2016-09-29,23:59:59,eastend_WL_1000_15.tif,eastend_2015_05_08_114500.jpg


