#
# ROI List for upperbuffalo
#
# Site: upperbuffalo
# Veg Type: DB
# ROI ID Number: 4000
# Owner: bijan
# Creation Date: 2016-07-19
# Creation Time: 15:48:47
# Update Date: 2018-05-15
# Update Time: 14:16:36
# Description: DB patch in background
#
start_date,start_time,end_date,end_time,maskfile,sample_image
2012-12-24,17:01:43,2013-02-18,08:01:21,upperbuffalo_DB_4000_01.tif,upperbuffalo_2012_12_24_170143.jpg
2013-02-18,08:01:22,2013-02-18,10:02:43,upperbuffalo_DB_4000_02.tif,upperbuffalo_2013_02_18_080122.jpg
2013-02-18,10:02:44,2013-04-14,09:01:48,upperbuffalo_DB_4000_03.tif,upperbuffalo_2013_02_18_100244.jpg
2013-04-14,09:01:49,2013-05-02,14:05:35,upperbuffalo_DB_4000_04.tif,upperbuffalo_2013_04_14_130128.jpg
2013-05-02,14:05:36,2013-05-11,12:03:16,upperbuffalo_DB_4000_05.tif,upperbuffalo_2013_05_02_140536.jpg
2013-05-11,12:03:17,2013-05-12,07:02:04,upperbuffalo_DB_4000_06.tif,upperbuffalo_2013_05_11_120317.jpg
2013-05-12,07:02:05,2013-05-27,07:01:39,upperbuffalo_DB_4000_07.tif,upperbuffalo_2013_05_12_070205.jpg
2013-05-27,07:01:40,2013-07-11,07:02:14,upperbuffalo_DB_4000_08.tif,upperbuffalo_2013_05_27_070140.jpg
2013-07-11,07:02:15,2013-11-23,09:01:38,upperbuffalo_DB_4000_09.tif,upperbuffalo_2013_07_11_070215.jpg
2013-11-23,09:01:39,2013-11-30,08:00:53,upperbuffalo_DB_4000_10.tif,upperbuffalo_2013_11_23_110108.jpg
2013-11-30,08:00:54,2013-12-21,15:06:22,upperbuffalo_DB_4000_11.tif,upperbuffalo_2013_11_30_140105.jpg
2013-12-21,15:06:23,2014-01-11,10:01:03,upperbuffalo_DB_4000_12.tif,upperbuffalo_2013_12_21_150623.jpg
2014-01-11,10:01:04,2014-01-30,08:00:44,upperbuffalo_DB_4000_13.tif,upperbuffalo_2014_01_11_100104.jpg
2014-01-30,08:00:45,2014-02-20,18:01:11,upperbuffalo_DB_4000_14.tif,upperbuffalo_2014_01_30_140117.jpg
2014-02-20,18:01:12,2014-03-11,16:01:02,upperbuffalo_DB_4000_15.tif,upperbuffalo_2014_02_20_180112.jpg

