#
# ROI List for smokylook
#
# Site: smokylook
# Veg Type: DB
# ROI ID Number: 1000
# Owner: bijan
# Creation Date: 2014-11-01
# Creation Time: 21:58:27
# Update Date: 2018-05-15
# Update Time: 13:20:42
# Description: Deciduous trees in foreground left
#
start_date,start_time,end_date,end_time,maskfile,sample_image
2000-01-01,00:00:00,2000-03-23,14:59:59,smokylook_DB_1000_01.tif,smokylook_2000_02_15_150000.jpg
2000-03-23,15:00:00,2000-03-29,14:59:59,smokylook_DB_1000_02.tif,smokylook_2000_03_23_150000.jpg
2000-03-29,15:00:00,2000-11-08,14:59:59,smokylook_DB_1000_03.tif,smokylook_2000_03_29_150000.jpg
2000-11-08,15:00:00,2001-01-30,15:29:59,smokylook_DB_1000_04.tif,smokylook_2000_11_08_150000.jpg
2001-01-30,15:30:00,2001-02-02,15:14:59,smokylook_DB_1000_05.tif,smokylook_2001_01_30_153000.jpg
2001-02-02,15:15:00,2001-05-24,13:59:59,smokylook_DB_1000_06.tif,smokylook_2001_02_02_151500.jpg
2001-05-24,14:00:00,2001-08-27,13:59:59,smokylook_DB_1000_07.tif,smokylook_2001_05_24_140000.jpg
2001-08-27,14:00:00,2001-09-14,13:59:59,smokylook_DB_1000_08.tif,smokylook_2001_08_27_140000.jpg
2001-09-14,14:00:00,2002-03-07,14:59:59,smokylook_DB_1000_09.tif,smokylook_2001_09_14_140000.jpg
2002-03-07,15:00:00,2002-05-22,15:44:59,smokylook_DB_1000_10.tif,smokylook_2002_03_07_150000.jpg
2002-05-22,15:45:00,2002-05-28,15:29:59,smokylook_DB_1000_11.tif,smokylook_2002_05_22_154500.jpg
2002-05-28,15:30:00,2002-05-29,14:44:59,smokylook_DB_1000_12.tif,smokylook_2002_05_28_153000.jpg
2002-05-29,14:45:00,2002-05-30,10:29:59,smokylook_DB_1000_13.tif,smokylook_2002_05_29_144500.jpg
2002-05-30,10:30:00,2002-05-31,13:59:59,smokylook_DB_1000_14.tif,smokylook_2002_05_30_103000.jpg
2002-05-31,14:00:00,2002-06-27,13:59:59,smokylook_DB_1000_15.tif,smokylook_2002_05_31_140000.jpg
2002-06-27,14:00:00,2002-07-02,13:59:59,smokylook_DB_1000_16.tif,smokylook_2002_06_27_140000.jpg
2002-07-02,14:00:00,2002-07-03,13:59:59,smokylook_DB_1000_17.tif,smokylook_2002_07_02_140000.jpg

