#
# ROI List for howland2
#
# Site: howland2
# Veg Type: DB
# ROI ID Number: 1000
# Owner: bijan
# Creation Date: 2016-05-13
# Creation Time: 18:48:19
# Update Date: 2018-04-30
# Update Time: 10:24:14
# Description: Deciduous tree in center foreground
#
start_date,start_time,end_date,end_time,maskfile,sample_image
2010-04-22,12:45:42,2010-05-05,13:01:37,howland2_DB_1000_08.tif,howland2_2010_04_22_124542.jpg
2010-05-05,13:01:38,2010-05-11,12:23:24,howland2_DB_1000_09.tif,howland2_2010_05_05_130138.jpg
2010-05-11,12:23:25,2010-05-16,16:01:39,howland2_DB_1000_10.tif,howland2_2010_05_11_122325.jpg
2010-05-16,16:01:40,2010-07-20,12:31:39,howland2_DB_1000_11.tif,howland2_2010_05_16_160140.jpg
2010-07-20,12:31:40,2010-07-26,15:01:39,howland2_DB_1000_12.tif,howland2_2010_07_20_123140.jpg
2010-07-26,15:01:40,2010-07-27,12:31:38,howland2_DB_1000_13.tif,howland2_2010_07_26_150140.jpg
2010-07-27,12:31:39,2010-07-27,13:31:39,howland2_DB_1000_14.tif,howland2_2010_07_27_123139.jpg
2010-07-27,13:31:40,2010-07-27,14:01:39,howland2_DB_1000_15.tif,howland2_2010_07_27_133140.jpg
2010-07-27,14:01:40,2010-07-28,12:31:37,howland2_DB_1000_16.tif,howland2_2010_07_27_140140.jpg
2010-07-28,12:31:38,2010-07-28,13:01:37,howland2_DB_1000_17.tif,howland2_2010_07_28_123138.jpg
2010-07-28,13:01:38,2010-07-28,13:31:37,howland2_DB_1000_18.tif,howland2_2010_07_28_130138.jpg
2010-07-28,13:31:38,2010-07-28,14:01:37,howland2_DB_1000_19.tif,howland2_2010_07_28_133138.jpg
2010-07-28,14:01:38,2010-07-29,12:31:37,howland2_DB_1000_20.tif,howland2_2010_07_28_140138.jpg
2010-07-29,12:31:38,2010-07-29,13:01:37,howland2_DB_1000_21.tif,howland2_2010_07_29_123138.jpg
2010-07-29,13:01:38,2010-07-29,13:31:38,howland2_DB_1000_22.tif,howland2_2010_07_29_130138.jpg
2010-07-29,13:31:39,2010-07-30,12:31:39,howland2_DB_1000_23.tif,howland2_2010_07_29_133139.jpg
2010-07-30,12:31:40,2010-07-30,13:01:39,howland2_DB_1000_24.tif,howland2_2010_07_30_123140.jpg
2010-07-30,13:01:40,2010-07-30,13:31:39,howland2_DB_1000_25.tif,howland2_2010_07_30_130140.jpg
2010-07-30,13:31:40,2010-07-30,14:01:39,howland2_DB_1000_26.tif,howland2_2010_07_30_133140.jpg
2010-07-30,14:01:40,2010-08-07,12:31:38,howland2_DB_1000_27.tif,howland2_2010_07_30_140140.jpg
2010-08-07,12:31:39,2010-08-15,13:01:38,howland2_DB_1000_28.tif,howland2_2010_08_07_123139.jpg
2010-08-15,13:01:39,2010-08-15,14:01:39,howland2_DB_1000_29.tif,howland2_2010_08_15_130139.jpg
2010-08-15,14:01:40,2010-08-16,12:31:37,howland2_DB_1000_30.tif,howland2_2010_08_15_140140.jpg
2010-08-16,12:31:38,2010-11-19,12:01:37,howland2_DB_1000_31.tif,howland2_2010_08_16_123138.jpg
2010-11-19,12:01:38,2010-11-25,11:31:39,howland2_DB_1000_32.tif,howland2_2010_11_19_120138.jpg
2010-11-25,11:31:40,2011-02-23,12:36:40,howland2_DB_1000_33.tif,howland2_2010_11_25_113140.jpg
2011-02-23,12:36:41,2011-03-18,13:01:36,howland2_DB_1000_34.tif,howland2_2011_02_23_123641.jpg
2011-03-18,13:01:37,2011-03-19,12:01:32,howland2_DB_1000_35.tif,howland2_2011_03_18_130137.jpg
2011-03-19,12:01:33,2011-03-27,12:31:35,howland2_DB_1000_36.tif,howland2_2011_03_19_120133.jpg
2011-03-27,12:31:36,2011-03-27,13:01:35,howland2_DB_1000_37.tif,howland2_2011_03_27_123136.jpg
2011-03-27,13:01:36,2011-05-10,12:31:36,howland2_DB_1000_38.tif,howland2_2011_03_27_130136.jpg
2011-05-10,12:31:37,2011-06-11,12:31:33,howland2_DB_1000_39.tif,howland2_2011_05_10_123137.jpg
2011-06-11,12:31:34,2011-07-07,12:31:32,howland2_DB_1000_40.tif,howland2_2011_06_11_123134.jpg
2011-07-07,12:31:33,2011-07-20,14:01:35,howland2_DB_1000_41.tif,howland2_2011_07_07_123133.jpg
2011-07-20,14:01:36,2011-07-21,13:01:33,howland2_DB_1000_42.tif,howland2_2011_07_20_140136.jpg
2011-07-21,13:01:34,2011-07-22,14:01:34,howland2_DB_1000_43.tif,howland2_2011_07_21_130134.jpg
2011-07-22,14:01:35,2011-07-23,12:31:35,howland2_DB_1000_44.tif,howland2_2011_07_22_140135.jpg
2011-07-23,12:31:36,2011-10-06,12:31:31,howland2_DB_1000_45.tif,howland2_2011_07_23_123136.jpg
2011-10-06,12:31:32,2011-10-06,13:01:31,howland2_DB_1000_46.tif,howland2_2011_10_06_123132.jpg
2011-10-06,13:01:32,2012-03-22,12:31:34,howland2_DB_1000_47.tif,howland2_2011_10_06_130132.jpg
2012-03-22,12:31:35,2012-03-23,12:31:31,howland2_DB_1000_48.tif,howland2_2012_03_22_123135.jpg
2012-03-23,12:31:32,2012-04-14,12:31:36,howland2_DB_1000_49.tif,howland2_2012_03_23_123132.jpg
2012-04-14,12:31:37,2012-04-15,12:31:32,howland2_DB_1000_50.tif,howland2_2012_04_14_123137.jpg
2012-04-15,12:31:33,2012-04-17,12:31:32,howland2_DB_1000_51.tif,howland2_2012_04_15_123133.jpg
2012-04-17,12:31:33,2012-04-18,12:31:35,howland2_DB_1000_52.tif,howland2_2012_04_17_123133.jpg
2012-04-18,12:31:36,2012-04-18,13:01:36,howland2_DB_1000_53.tif,howland2_2012_04_18_123136.jpg
2012-04-18,13:01:37,2012-04-19,12:31:33,howland2_DB_1000_54.tif,howland2_2012_04_18_130137.jpg
2012-04-19,12:31:34,2012-06-13,12:31:36,howland2_DB_1000_55.tif,howland2_2012_04_19_123134.jpg
2012-06-13,12:31:37,2012-09-19,12:31:35,howland2_DB_1000_56.tif,howland2_2012_06_13_123137.jpg
2012-09-19,12:31:36,2012-10-08,12:31:32,howland2_DB_1000_57.tif,howland2_2012_09_19_123136.jpg
2012-10-08,12:31:33,2013-01-05,11:31:33,howland2_DB_1000_58.tif,howland2_2012_10_08_123133.jpg
2013-01-05,11:31:34,2013-02-18,11:31:26,howland2_DB_1000_59.tif,howland2_2013_01_05_113134.jpg
2013-02-18,11:31:27,2013-04-29,12:31:35,howland2_DB_1000_60.tif,howland2_2013_02_18_113127.jpg
2013-04-29,12:31:36,2013-04-30,13:01:35,howland2_DB_1000_61.tif,howland2_2013_04_29_123136.jpg
2013-04-30,13:01:36,2013-05-01,13:01:32,howland2_DB_1000_62.tif,howland2_2013_04_30_130136.jpg
2013-05-01,13:01:33,2013-05-03,12:31:33,howland2_DB_1000_63.tif,howland2_2013_05_01_130133.jpg
2013-05-03,12:31:34,2013-09-22,12:16:35,howland2_DB_1000_64.tif,howland2_2013_05_03_123134.jpg
2013-09-22,12:16:36,2013-10-03,12:16:35,howland2_DB_1000_65.tif,howland2_2013_09_22_121636.jpg
2013-10-03,12:16:36,2013-12-31,12:01:10,howland2_DB_1000_66.tif,howland2_2013_10_03_121636.jpg
2014-01-08,12:01:11,2014-01-31,12:00:00,howland2_DB_1000_67.tif,howland2_2014_01_08_120111.jpg

