#
# ROI List for drippingsprings
#
# Site: drippingsprings
# Veg Type: DB
# ROI ID Number: 1000
# Owner: bijan
# Creation Date: 2014-11-01
# Creation Time: 21:58:25
# Update Date: 2018-04-23
# Update Time: 11:47:19
# Description: Deciduous trees in riparian gully
#
start_date,start_time,end_date,end_time,maskfile,sample_image
2001-04-06,15:00:00,2001-04-18,11:59:59,drippingsprings_DB_1000_01.tif,drippingsprings_2001_04_06_150000.jpg
2001-04-18,12:00:00,2001-05-13,14:59:59,drippingsprings_DB_1000_02.tif,drippingsprings_2001_04_18_120000.jpg
2001-05-13,15:00:00,2001-05-14,08:59:59,drippingsprings_DB_1000_03.tif,drippingsprings_2001_05_13_150000.jpg
2001-05-14,09:00:00,2001-07-03,14:59:59,drippingsprings_DB_1000_04.tif,drippingsprings_2001_05_14_090000.jpg
2001-07-03,15:00:00,2001-07-15,11:59:59,drippingsprings_DB_1000_05.tif,drippingsprings_2001_07_03_150000.jpg
2001-07-15,12:00:00,2001-07-17,14:59:59,drippingsprings_DB_1000_06.tif,drippingsprings_2001_07_15_120000.jpg
2001-07-17,15:00:00,2001-08-28,14:59:59,drippingsprings_DB_1000_07.tif,drippingsprings_2001_07_17_150000.jpg
2001-08-28,15:00:00,2001-10-10,08:59:59,drippingsprings_DB_1000_08.tif,drippingsprings_2001_08_28_150000.jpg
2001-10-10,09:00:00,2001-10-25,11:59:59,drippingsprings_DB_1000_09.tif,drippingsprings_2001_10_10_090000.jpg
2001-10-25,12:00:00,2001-11-07,08:59:59,drippingsprings_DB_1000_10.tif,drippingsprings_2001_10_25_120000.jpg
2001-11-07,09:00:00,2001-11-20,08:59:59,drippingsprings_DB_1000_11.tif,drippingsprings_2001_11_07_090000.jpg
2001-11-20,09:00:00,2001-12-20,08:59:59,drippingsprings_DB_1000_12.tif,drippingsprings_2001_11_20_090000.jpg
2001-12-20,09:00:00,2002-01-02,11:59:59,drippingsprings_DB_1000_13.tif,drippingsprings_2001_12_20_090000.jpg
2002-01-02,12:00:00,2002-02-13,11:59:59,drippingsprings_DB_1000_14.tif,drippingsprings_2002_01_02_120000.jpg
2002-02-13,12:00:00,2002-03-12,08:59:59,drippingsprings_DB_1000_15.tif,drippingsprings_2002_02_13_120000.jpg
2002-03-12,09:00:00,2002-04-09,08:59:59,drippingsprings_DB_1000_16.tif,drippingsprings_2002_03_12_090000.jpg
2002-04-09,09:00:00,2002-05-07,11:59:59,drippingsprings_DB_1000_17.tif,drippingsprings_2002_04_09_090000.jpg
2002-05-07,12:00:00,2002-08-13,14:59:59,drippingsprings_DB_1000_18.tif,drippingsprings_2002_05_07_120000.jpg
2002-08-13,15:00:00,2002-08-28,14:59:59,drippingsprings_DB_1000_19.tif,drippingsprings_2002_08_13_150000.jpg
2002-08-28,15:00:00,2002-09-27,08:59:59,drippingsprings_DB_1000_20.tif,drippingsprings_2002_08_28_150000.jpg
2002-09-27,09:00:00,2002-12-03,08:59:59,drippingsprings_DB_1000_21.tif,drippingsprings_2002_07_27_090000.jpg
