#
# ROI color statistics timeseries for nevcanspg2a
#
# Site: nevcanspg2a
# Veg Type: EN
# ROI ID Number: 1000
# Lat: 38.8921
# Lon: -114.3521
# Elev: 2203
# UTC Offset: -8
# Resize Flag: False
# Version: 1
# Creation Date: 2018-12-21
# Creation Time: 15:11:47
# Update Date: 2019-01-14
# Update Time: 05:03:39
#
date,local_std_time,doy,filename,solar_elev,exposure,mask_index,gcc,rcc,r_mean,r_std,r_5_qtl,r_10_qtl,r_25_qtl,r_50_qtl,r_75_qtl,r_90_qtl,r_95_qtl,g_mean,g_std,g_5_qtl,g_10_qtl,g_25_qtl,g_50_qtl,g_75_qtl,g_90_qtl,g_95_qtl,b_mean,b_std,b_5_qtl,b_10_qtl,b_25_qtl,b_50_qtl,b_75_qtl,b_90_qtl,b_95_qtl,r_g_correl,g_b_correl,b_r_correl
2018-06-29,13:28:06,180,nevcanspg2a_2018_06_29_132806.jpg,62.37016,23,1,0.33439,0.43111,109.35500,50.90588,25,42,74,109,142,174,196,84.82120,48.04054,5,20,51,84,115,145,167,59.48308,43.28014,0,1,26,56,85,115,137,0.98925,0.97451,0.95620
2018-06-29,13:58:05,180,nevcanspg2a_2018_06_29_135805.jpg,56.97888,28,1,0.33363,0.43817,119.23910,53.72737,29,49,82,119,154,189,212,90.79183,50.91653,6,23,54,90,123,156,178,62.09997,45.66179,0,0,27,58,90,121,144,0.98862,0.97338,0.95282
2018-06-29,14:28:06,180,nevcanspg2a_2018_06_29_142806.jpg,51.33525,83,1,0.33477,0.43460,114.08435,44.79942,37,58,85,114,142,170,189,87.87899,42.67268,13,33,60,87,115,141,159,60.53865,38.56690,0,9,33,58,84,109,127,0.98958,0.96374,0.94827
2018-06-29,14:58:06,180,nevcanspg2a_2018_06_29_145806.jpg,45.56733,70,1,0.33591,0.42559,93.48675,39.50854,27,44,68,92,118,143,159,73.78765,37.36141,10,26,49,73,98,121,136,52.38814,33.45867,0,8,29,50,73,95,110,0.99059,0.96472,0.94988
2018-06-29,15:28:05,180,nevcanspg2a_2018_06_29_152805.jpg,39.74749,38,1,0.33385,0.43796,113.93614,53.18433,28,45,76,112,149,183,206,86.85175,50.06865,6,22,50,85,119,151,174,59.36450,44.38766,0,0,25,55,86,117,139,0.98964,0.97378,0.95349
2018-06-29,15:58:05,180,nevcanspg2a_2018_06_29_155805.jpg,33.91834,38,1,0.33325,0.44585,123.34289,55.01128,34,52,84,121,160,196,221,92.19200,52.16640,8,25,54,90,126,160,183,61.11424,46.07924,0,0,25,56,89,122,145,0.98859,0.97296,0.95068
2018-06-29,16:28:05,180,nevcanspg2a_2018_06_29_162805.jpg,28.12083,45,1,0.33335,0.44357,120.05987,54.81954,32,50,80,117,157,193,217,90.22725,51.76621,8,24,52,87,124,158,181,60.38176,45.62704,0,0,24,55,89,121,144,0.98900,0.97379,0.95200
2018-06-29,16:58:05,180,nevcanspg2a_2018_06_29_165805.jpg,22.38789,63,1,0.33277,0.44478,126.31923,58.10354,35,52,83,123,166,206,232,94.50808,54.91687,9,25,54,90,131,168,193,63.17603,47.94510,0,0,25,57,93,128,152,0.98828,0.97404,0.95027
2018-06-29,17:28:05,180,nevcanspg2a_2018_06_29_172805.jpg,16.75222,107,1,0.33235,0.44502,126.06846,55.57773,40,57,85,122,163,203,229,94.15122,52.63740,13,29,56,89,127,165,190,63.06628,46.14599,0,4,28,57,91,125,149,0.98759,0.97122,0.94594
2018-06-29,17:58:05,180,nevcanspg2a_2018_06_29_175805.jpg,11.24964,108,1,0.32659,0.46432,139.28995,59.45461,50,65,93,134,182,227,255,97.97355,56.30978,15,30,56,91,135,176,203,62.72352,48.37162,0,1,24,55,93,130,155,0.98034,0.97136,0.93367
2018-06-29,18:28:05,180,nevcanspg2a_2018_06_29_182805.jpg,5.94044,256,1,0.31446,0.49175,142.50621,43.19664,75,88,112,141,171,200,218,91.12741,39.28082,30,43,65,88,115,143,160,56.16035,34.29720,2,13,32,53,76,101,118,0.97431,0.96770,0.92838
2018-06-29,18:58:05,180,nevcanspg2a_2018_06_29_185805.jpg,1.01735,840,1,0.26020,0.59940,175.85610,45.29766,105,118,142,173,210,244,255,76.33931,33.95708,24,35,53,74,97,120,134,41.19174,28.60547,0,4,20,38,58,78,92,0.89731,0.96055,0.79914
2018-06-29,19:28:05,180,nevcanspg2a_2018_06_29_192805.jpg,-2.84255,2400,1,0.29024,0.42195,108.63831,20.34217,76,83,95,108,122,135,142,74.72560,17.61515,46,53,63,75,86,97,103,74.10147,17.05156,47,53,63,74,85,96,102,0.83529,0.78284,0.72103
