#
# ROI List for shiningrock
#
# Site: shiningrock
# Veg Type: DB
# ROI ID Number: 3000
# Owner: bijan
# Creation Date: 2015-07-03
# Creation Time: 11:36:20
# Update Date: 2018-05-15
# Update Time: 13:03:14
# Description: Deciduous trees, shrubs and forbs in foreground
#
start_date,start_time,end_date,end_time,maskfile,sample_image
2009-09-15,15:24:00,2009-09-15,17:05:59,shiningrock_DB_3000_75.tif,shiningrock_2009_09_15_152400.jpg
2009-09-22,10:03:00,2009-09-22,11:02:59,shiningrock_DB_3000_77.tif,shiningrock_2009_09_22_100300.jpg
2009-09-22,11:03:00,2009-09-29,15:05:59,shiningrock_DB_3000_78.tif,shiningrock_2009_09_22_110300.jpg
2009-09-29,15:06:00,2009-10-06,11:02:59,shiningrock_DB_3000_79.tif,shiningrock_2009_09_29_150600.jpg
2009-10-06,11:03:00,2010-01-11,14:06:59,shiningrock_DB_3000_80.tif,shiningrock_2009_10_06_110300.jpg
2010-01-11,14:07:00,2010-01-11,15:09:59,shiningrock_DB_3000_81.tif,shiningrock_2010_01_11_140700.jpg
2010-01-11,15:10:00,2010-01-18,09:04:59,shiningrock_DB_3000_82.tif,shiningrock_2010_01_11_151000.jpg
2010-01-18,09:05:00,2010-03-16,12:07:59,shiningrock_DB_3000_83.tif,shiningrock_2010_01_18_100700.jpg
2010-03-16,12:08:00,2010-04-27,13:11:59,shiningrock_DB_3000_84.tif,shiningrock_2010_03_23_141100.jpg
2010-04-27,13:12:00,2010-04-28,08:08:59,shiningrock_DB_3000_85.tif,shiningrock_2010_04_27_131200.jpg
2010-04-28,08:09:00,2010-05-04,12:05:59,shiningrock_DB_3000_86.tif,shiningrock_2010_04_28_080900.jpg
2010-05-04,12:06:00,2010-05-05,13:58:59,shiningrock_DB_3000_87.tif,shiningrock_2010_05_04_120600.jpg
2010-05-05,13:59:00,2010-05-05,14:04:59,shiningrock_DB_3000_88.tif,shiningrock_2010_05_05_135900.jpg
2010-05-05,14:05:00,2010-05-09,08:04:59,shiningrock_DB_3000_89.tif,shiningrock_2010_05_05_140500.jpg
2010-05-09,08:05:00,2010-05-12,13:04:59,shiningrock_DB_3000_90.tif,shiningrock_2010_05_09_080500.jpg
