#
# ROI color statistics timeseries for usgsreston
#
# Site: usgsreston
# Veg Type: DB
# ROI ID Number: 1000
# Lat: 38.9471
# Lon: -77.3676
# Elev: 10
# UTC Offset: -5
# Resize Flag: False
# Version: 1
# Creation Date: 2018-05-15
# Creation Time: 23:32:06
# Update Date: 2019-01-14
# Update Time: 05:19:18
#
date,local_std_time,doy,filename,solar_elev,exposure,mask_index,gcc,rcc,r_mean,r_std,r_5_qtl,r_10_qtl,r_25_qtl,r_50_qtl,r_75_qtl,r_90_qtl,r_95_qtl,g_mean,g_std,g_5_qtl,g_10_qtl,g_25_qtl,g_50_qtl,g_75_qtl,g_90_qtl,g_95_qtl,b_mean,b_std,b_5_qtl,b_10_qtl,b_25_qtl,b_50_qtl,b_75_qtl,b_90_qtl,b_95_qtl,r_g_correl,g_b_correl,b_r_correl
2012-03-09,10:04:09,69,usgsreston_2012_03_09_100409.jpg,36.73491,NA,1,0.32903,0.36074,47.26432,19.17543,14,22,35,47,60,72,79,43.11009,20.57057,6,16,30,43,57,70,76,40.64648,19.06542,8,16,28,40,53,65,72,0.96605,0.97639,0.94589
2012-03-09,11:05:19,69,usgsreston_2012_03_09_110519.jpg,43.59997,NA,1,0.33074,0.36180,48.69741,19.45569,14,23,37,49,62,73,80,44.51578,20.65499,6,17,31,45,58,70,77,41.38281,19.45033,7,15,29,42,55,66,73,0.96365,0.97668,0.93944
2012-03-09,12:04:13,69,usgsreston_2012_03_09_120413.jpg,46.77102,NA,1,0.32846,0.37716,53.08882,19.04093,20,29,41,53,66,77,83,46.23437,20.46447,9,19,33,47,60,72,78,41.43598,19.27083,7,16,29,42,55,66,72,0.96194,0.97978,0.93811
2012-03-09,13:04:24,69,usgsreston_2012_03_09_130424.jpg,45.72431,NA,1,0.31895,0.47834,79.01294,20.09494,45,54,67,79,92,103,110,52.68369,21.34905,15,25,40,53,67,78,85,33.48403,19.18161,0,7,20,34,46,57,64,0.95510,0.97507,0.92547
2012-03-09,14:04:19,69,usgsreston_2012_03_09_140419.jpg,40.66188,NA,1,0.31740,0.48772,80.42695,20.66349,46,55,68,81,94,105,113,52.33978,21.71988,13,24,39,53,66,78,86,32.13607,19.08500,0,5,19,32,45,56,63,0.95180,0.97213,0.91821
2012-03-09,15:03:14,69,usgsreston_2012_03_09_150314.jpg,32.82827,NA,1,0.31699,0.48425,78.72105,20.97630,43,52,66,79,92,104,112,51.53114,22.22565,11,22,38,53,66,78,86,32.31153,19.10700,0,5,19,32,45,56,63,0.95542,0.97278,0.92556
2012-03-09,16:03:53,69,usgsreston_2012_03_09_160353.jpg,22.91412,NA,1,0.32211,0.43621,79.21831,21.04193,44,53,66,80,93,105,112,58.49785,20.91239,22,32,46,60,73,83,90,43.89113,17.41696,14,21,33,44,55,65,71,0.97271,0.97691,0.94496
2012-03-09,17:03:58,69,usgsreston_2012_03_09_170358.jpg,12.03928,NA,1,0.30847,0.42859,69.49609,30.27098,26,30,41,70,94,109,117,50.01916,25.93387,13,17,26,50,71,84,91,42.63544,17.12757,20,23,28,40,55,66,72,0.99004,0.96493,0.94254
2012-03-09,18:03:55,69,usgsreston_2012_03_09_180355.jpg,0.92942,NA,1,0.33057,0.32246,42.02311,21.19230,11,17,27,39,55,71,81,43.08043,19.46716,13,20,29,41,56,69,77,45.21769,16.42322,20,25,34,44,56,67,73,0.96172,0.96784,0.91719
2012-03-09,19:04:00,69,usgsreston_2012_03_09_190400.jpg,-11.13366,NA,1,0.32825,0.33909,41.07133,6.83158,30,33,37,41,45,48,51,39.75774,6.27785,30,33,37,40,43,46,48,40.29180,6.69342,29,32,36,40,44,48,50,0.74408,0.70474,0.66469
