#
# ROI List for upperbuffalo
#
# Site: upperbuffalo
# Veg Type: DB
# ROI ID Number: 1000
# Owner: bijan
# Creation Date: 2016-07-19
# Creation Time: 14:51:49
# Update Date: 2018-05-15
# Update Time: 14:14:56
# Description: Patch of deciduous trees in background
#
start_date,start_time,end_date,end_time,maskfile,sample_image
2006-01-06,15:00:00,2006-01-09,11:59:59,upperbuffalo_DB_1000_01.tif,upperbuffalo_2006_01_06_150000.jpg
2006-01-09,12:00:00,2006-01-11,14:59:59,upperbuffalo_DB_1000_02.tif,upperbuffalo_2006_01_09_120000.jpg
2006-01-11,15:00:00,2006-01-13,08:59:59,upperbuffalo_DB_1000_03.tif,upperbuffalo_2006_01_11_150000.jpg
2006-01-13,09:00:00,2006-01-16,14:59:59,upperbuffalo_DB_1000_04.tif,upperbuffalo_2006_01_13_090000.jpg
2006-01-16,15:00:00,2006-01-27,08:59:59,upperbuffalo_DB_1000_05.tif,upperbuffalo_2006_01_16_150000.jpg
2006-01-27,09:00:00,2006-02-01,08:59:59,upperbuffalo_DB_1000_06.tif,upperbuffalo_2006_01_27_090000.jpg
2006-02-01,09:00:00,2006-02-14,08:59:59,upperbuffalo_DB_1000_07.tif,upperbuffalo_2006_02_01_090000.jpg
2006-02-14,09:00:00,2006-03-15,11:59:59,upperbuffalo_DB_1000_08.tif,upperbuffalo_2006_02_14_120000.jpg
2006-03-15,12:00:00,2006-03-17,11:59:59,upperbuffalo_DB_1000_09.tif,upperbuffalo_2006_03_15_120000.jpg
2006-03-17,12:00:00,2006-03-17,14:59:59,upperbuffalo_DB_1000_10.tif,upperbuffalo_2006_03_17_120000.jpg
2006-03-17,15:00:00,2006-03-28,11:59:59,upperbuffalo_DB_1000_11.tif,upperbuffalo_2006_03_17_150000.jpg
2006-03-28,12:00:00,2006-04-02,14:59:59,upperbuffalo_DB_1000_12.tif,upperbuffalo_2006_03_28_120000.jpg
2006-04-02,15:00:00,2006-05-01,11:59:59,upperbuffalo_DB_1000_13.tif,upperbuffalo_2006_04_02_150000.jpg
2006-05-01,12:00:00,2006-06-07,14:59:59,upperbuffalo_DB_1000_14.tif,upperbuffalo_2006_05_01_120000.jpg
2006-06-07,15:00:00,2006-07-13,14:59:59,upperbuffalo_DB_1000_15.tif,upperbuffalo_2006_06_07_150000.jpg
2006-07-13,15:00:00,2006-12-06,11:59:59,upperbuffalo_DB_1000_16.tif,upperbuffalo_2006_07_13_150000.jpg
2006-12-06,12:00:00,2007-01-10,11:59:59,upperbuffalo_DB_1000_17.tif,upperbuffalo_2006_12_06_120000.jpg
2007-01-10,12:00:00,2007-01-19,11:59:59,upperbuffalo_DB_1000_18.tif,upperbuffalo_2007_01_10_150000.jpg

