#
# ROI color statistics timeseries for intervale
#
# Site: intervale
# Veg Type: DB
# ROI ID Number: 1000
# Lat: 44.273525
# Lon: -73.949244
# Elev: 500
# UTC Offset: -5
# Resize Flag: False
# Version: 1
# Creation Date: 2018-05-01
# Creation Time: 12:39:05
# Update Date: 2019-01-14
# Update Time: 04:33:19
#
date,local_std_time,doy,filename,solar_elev,exposure,mask_index,gcc,rcc,r_mean,r_std,r_5_qtl,r_10_qtl,r_25_qtl,r_50_qtl,r_75_qtl,r_90_qtl,r_95_qtl,g_mean,g_std,g_5_qtl,g_10_qtl,g_25_qtl,g_50_qtl,g_75_qtl,g_90_qtl,g_95_qtl,b_mean,b_std,b_5_qtl,b_10_qtl,b_25_qtl,b_50_qtl,b_75_qtl,b_90_qtl,b_95_qtl,r_g_correl,g_b_correl,b_r_correl
2015-05-18,04:00:06,138,intervale_2015_05_18_040006.jpg,-3.87937,2400,1,0.23326,0.42102,43.87542,2.15783,40,41,42,44,45,47,47,24.30864,1.61607,22,22,23,24,25,26,27,36.02854,1.87422,33,34,35,36,37,38,39,0.61654,0.70641,0.72115
2015-05-18,04:30:06,138,intervale_2015_05_18_043006.jpg,0.30165,2400,1,0.23292,0.42065,43.88711,2.08155,40,41,42,44,45,46,47,24.30092,1.66080,22,22,23,24,25,26,27,36.14313,1.83617,33,34,35,36,37,38,39,0.70572,0.77257,0.78688
2015-05-18,05:00:06,138,intervale_2015_05_18_050006.jpg,4.81818,2400,1,0.22545,0.41864,46.97649,2.48132,43,44,45,47,49,50,51,25.29809,2.28863,22,22,24,25,27,28,29,39.93824,2.53117,36,37,38,40,42,43,44,0.70185,0.65399,0.70637
2015-05-18,05:30:05,138,intervale_2015_05_18_053005.jpg,9.77415,1667,1,0.25656,0.42292,81.01678,9.96925,65,68,74,81,88,94,98,49.14830,10.84606,32,36,42,48,56,63,68,61.40028,8.70675,47,51,55,61,67,73,76,0.94764,0.88714,0.90465
2015-05-18,06:00:06,138,intervale_2015_05_18_060006.jpg,14.92593,1035,1,0.25919,0.44560,74.07691,10.63347,57,61,67,74,81,87,92,43.08831,11.88892,24,29,35,42,51,58,63,49.07472,9.44574,34,37,43,49,55,61,64,0.95886,0.85616,0.89470
2015-05-18,06:30:05,138,intervale_2015_05_18_063005.jpg,20.18880,92,1,0.25087,0.56295,87.64802,12.63494,69,73,79,87,95,103,109,39.05956,12.61718,20,24,30,38,46,55,61,28.98683,9.39800,15,18,23,28,34,40,45,0.97439,0.90505,0.90190
2015-05-18,07:00:05,138,intervale_2015_05_18_070005.jpg,25.52522,89,1,0.26475,0.53921,94.39830,15.76953,71,76,84,93,104,114,122,46.34887,15.93108,23,28,36,45,55,66,75,34.32089,11.96408,17,20,26,33,41,49,56,0.97342,0.91184,0.91531
2015-05-18,07:30:06,138,intervale_2015_05_18_073006.jpg,30.89257,88,1,0.27460,0.51848,99.27904,16.37307,75,80,88,98,109,120,128,52.58067,16.49108,28,33,42,51,61,74,83,39.62125,12.71363,21,25,31,38,47,56,62,0.97585,0.90845,0.91407
2015-05-18,08:00:06,138,intervale_2015_05_18_080006.jpg,36.23875,89,1,0.28154,0.50805,100.23541,16.08339,75,81,89,100,110,121,128,55.54525,16.19154,31,36,45,55,64,77,85,41.51232,12.45010,23,27,33,41,49,57,63,0.97085,0.89669,0.90960
2015-05-18,08:30:05,138,intervale_2015_05_18_083005.jpg,41.50915,114,1,0.29675,0.49732,115.92790,20.45435,82,90,103,116,129,141,149,69.17436,20.15482,37,45,56,69,81,95,104,48.00262,15.86957,22,28,38,48,58,68,75,0.96938,0.91449,0.92118
2015-05-18,09:00:06,138,intervale_2015_05_18_090006.jpg,46.64188,112,1,0.29749,0.49465,115.97295,19.15407,84,91,104,116,128,139,147,69.74851,18.72256,39,46,58,70,81,93,100,48.73477,15.12838,24,30,39,49,58,68,74,0.96522,0.90919,0.92373
2015-05-18,09:30:05,138,intervale_2015_05_18_093005.jpg,51.52843,96,1,0.29536,0.49751,114.05652,17.22191,85,91,103,115,125,135,141,67.71303,17.08936,39,46,57,68,78,89,95,47.48314,13.89822,25,30,39,47,56,64,70,0.96440,0.90461,0.91899
2015-05-18,10:00:05,138,intervale_2015_05_18_100005.jpg,56.03748,96,1,0.29737,0.49451,111.58860,16.28949,83,90,101,112,122,131,137,67.10220,16.20470,39,46,57,68,78,87,93,46.96282,13.76216,24,29,38,47,56,63,69,0.95674,0.90607,0.92852
2015-05-18,10:30:06,138,intervale_2015_05_18_103006.jpg,59.96541,97,1,0.29549,0.49929,109.00800,14.56630,84,90,100,110,119,126,131,64.51282,14.72488,39,45,55,65,74,82,87,44.80524,12.15092,25,30,37,45,53,59,64,0.95620,0.89109,0.92573
2015-05-18,11:00:13,138,intervale_2015_05_18_110013.jpg,63.03623,119,1,0.38272,0.33390,71.54285,13.80652,48,54,63,72,80,88,93,82.00326,15.51686,55,62,72,83,92,100,106,60.72033,12.68551,40,45,53,61,69,76,81,0.95948,0.87892,0.93518
2015-05-18,11:30:07,138,intervale_2015_05_18_113007.jpg,64.88710,91,1,0.40059,0.33657,70.30340,13.99895,46,52,62,71,79,87,92,83.67663,15.78255,56,63,74,85,94,102,108,54.90361,12.61093,34,39,47,55,63,70,75,0.96105,0.88953,0.94312
