#
# ROI color statistics timeseries for farewellgap
#
# Site: farewellgap
# Veg Type: SH
# ROI ID Number: 1000
# Lat: 36.453
# Lon: -118.59
# Elev: 2500
# UTC Offset: -8
# Resize Flag: False
# Version: 1
# Creation Date: 2018-08-07
# Creation Time: 22:54:19
# Update Date: 2019-01-14
# Update Time: 04:25:38
#
date,local_std_time,doy,filename,solar_elev,exposure,mask_index,gcc,rcc,r_mean,r_std,r_5_qtl,r_10_qtl,r_25_qtl,r_50_qtl,r_75_qtl,r_90_qtl,r_95_qtl,g_mean,g_std,g_5_qtl,g_10_qtl,g_25_qtl,g_50_qtl,g_75_qtl,g_90_qtl,g_95_qtl,b_mean,b_std,b_5_qtl,b_10_qtl,b_25_qtl,b_50_qtl,b_75_qtl,b_90_qtl,b_95_qtl,r_g_correl,g_b_correl,b_r_correl
2013-05-14,11:02:30,134,farewellgap_2013_05_14_110230.jpg,69.42171,NA,1,0.32548,0.42822,104.12171,12.55544,83,88,96,104,112,120,125,79.14202,9.88049,62,67,73,79,86,92,95,59.88739,8.69511,46,49,54,60,65,70,74,0.93732,0.91084,0.78888
2013-05-15,10:02:53,135,farewellgap_2013_05_15_100253.jpg,60.64313,NA,1,0.32944,0.41111,85.52526,9.93421,69,73,79,86,92,98,102,68.53449,8.43398,55,58,63,69,74,79,82,53.97634,7.43124,42,45,49,54,59,63,66,0.96228,0.93783,0.87470
2013-05-18,10:01:04,138,farewellgap_2013_05_18_100104.jpg,60.74889,NA,1,0.33184,0.40960,85.29194,11.10900,67,72,78,85,92,100,104,69.09975,8.99166,54,58,63,69,75,80,83,53.84050,7.94639,41,44,49,54,59,63,66,0.95743,0.94641,0.87285
2013-05-19,10:01:28,139,farewellgap_2013_05_19_100128.jpg,60.95022,NA,1,0.33175,0.41792,93.57172,11.40544,75,80,86,93,101,108,113,74.27709,9.20580,59,63,69,74,80,86,89,56.04732,8.01503,43,46,51,56,61,66,69,0.95390,0.90577,0.81432
2013-05-21,10:03:31,141,farewellgap_2013_05_21_100331.jpg,61.55965,NA,1,0.33578,0.42773,119.56291,14.66214,95,101,110,120,129,139,143,93.86117,11.52382,74,79,87,94,102,108,112,66.10494,9.72989,50,54,60,66,72,78,81,0.94833,0.86457,0.76337
2013-05-22,10:01:33,142,farewellgap_2013_05_22_100133.jpg,61.31864,NA,1,0.33915,0.41796,96.13435,11.65876,77,81,89,96,104,111,115,78.00696,9.52935,62,66,72,78,85,90,93,55.86615,8.21786,42,45,51,56,61,66,69,0.95565,0.88891,0.81656
2013-05-23,10:01:49,143,farewellgap_2013_05_23_100149.jpg,61.47259,NA,1,0.33795,0.42029,98.93002,12.29769,78,83,91,99,107,115,119,79.54913,9.89444,63,67,73,80,86,92,95,56.90707,8.50065,43,46,52,57,62,67,70,0.94853,0.88899,0.80702
2013-05-24,10:02:23,144,farewellgap_2013_05_24_100223.jpg,61.67506,NA,1,0.33822,0.41914,97.87190,11.72575,78,83,90,98,106,113,117,78.97719,9.54394,62,67,73,79,85,91,94,56.65663,8.36924,43,46,51,57,62,67,70,0.95344,0.88771,0.80686
2013-05-25,10:01:08,145,farewellgap_2013_05_25_100108.jpg,61.54196,NA,1,0.33975,0.41939,96.81478,11.54639,77,82,90,97,104,112,116,78.43105,9.49827,62,66,72,79,85,90,93,55.60114,8.16050,42,45,50,56,61,65,68,0.95380,0.88146,0.80280
2013-05-26,10:01:31,146,farewellgap_2013_05_26_100131.jpg,61.69943,NA,1,0.34045,0.41570,94.19290,11.53699,74,79,87,94,102,109,113,77.14217,9.45295,61,65,71,78,83,89,92,55.25393,8.09293,42,45,50,55,60,65,68,0.95918,0.86623,0.78928
2013-05-27,10:01:09,147,farewellgap_2013_05_27_100109.jpg,61.71417,NA,1,0.34180,0.41699,97.33705,12.49180,76,81,90,98,106,113,117,79.78487,10.56386,62,66,73,80,87,92,96,56.30607,9.20054,41,45,51,57,62,67,71,0.95787,0.87830,0.80516
2013-05-28,10:02:17,148,farewellgap_2013_05_28_100217.jpg,61.99748,NA,1,0.34772,0.35456,62.81456,6.50508,52,55,58,63,67,72,74,61.60220,5.66536,52,54,58,62,66,69,70,52.74501,5.31968,44,46,49,53,56,60,61,0.95769,0.86798,0.90247
2013-05-30,10:03:08,150,farewellgap_2013_05_30_100308.jpg,62.28844,NA,1,0.34818,0.40148,81.32568,10.58934,63,68,75,82,89,94,98,70.52881,9.33830,54,58,65,71,77,81,84,50.71020,8.08589,37,41,46,51,56,60,63,0.96300,0.88479,0.83673
2013-05-31,10:02:13,151,farewellgap_2013_05_31_100213.jpg,62.17896,NA,1,0.34794,0.42421,107.25798,14.24586,83,89,98,108,117,125,129,87.97371,12.35664,66,72,80,89,96,103,107,57.61201,10.32439,40,45,51,58,64,70,74,0.96312,0.83858,0.77317
2013-06-01,10:01:26,152,farewellgap_2013_06_01_100126.jpg,62.08738,NA,1,0.35609,0.36955,83.82835,10.00840,66,71,78,85,91,96,99,80.77485,9.84861,63,68,75,82,88,93,95,62.23474,8.00570,49,52,57,63,68,72,75,0.98348,0.86026,0.87756
2013-06-02,10:01:18,153,farewellgap_2013_06_02_100118.jpg,62.10988,NA,1,0.35212,0.40329,89.07439,12.13900,67,73,82,90,98,104,107,77.77300,11.17755,58,63,71,79,86,91,94,54.02067,9.23537,38,42,48,55,60,65,68,0.96916,0.86516,0.84759
2013-06-03,10:02:54,154,farewellgap_2013_06_03_100254.jpg,62.44803,NA,1,0.35090,0.39602,87.59673,11.03964,68,73,81,88,95,101,104,77.61641,10.19033,60,64,71,78,85,90,93,55.97933,8.36027,42,45,51,56,62,66,69,0.96794,0.84564,0.83478
2013-06-04,10:02:02,155,farewellgap_2013_06_04_100202.jpg,62.32402,NA,1,0.35379,0.40026,88.84853,12.13930,68,73,81,90,97,104,107,78.53179,11.30497,58,63,71,79,86,92,95,54.59560,9.36923,39,43,49,55,61,66,69,0.97011,0.86831,0.85871
2013-06-05,10:02:19,156,farewellgap_2013_06_05_100219.jpg,62.40782,NA,1,0.35707,0.39403,89.13954,12.26075,68,73,81,90,98,104,107,80.77741,11.80409,60,65,73,82,89,95,98,56.30877,9.66844,40,44,50,57,63,68,71,0.97286,0.87493,0.88072
2013-06-06,10:01:40,157,farewellgap_2013_06_06_100140.jpg,62.31268,NA,1,0.36133,0.38433,85.59972,11.25754,65,70,79,87,94,99,102,80.47638,11.54014,60,65,73,82,89,94,97,56.64817,9.60982,40,44,51,57,63,68,71,0.98952,0.83494,0.87560
2013-06-07,10:01:58,158,farewellgap_2013_06_07_100158.jpg,62.38928,NA,1,0.36553,0.39949,106.69918,14.72875,80,87,97,108,117,125,129,97.62934,14.24409,72,78,89,99,108,114,118,62.76064,12.30012,41,47,55,63,71,78,82,0.95770,0.78266,0.85436
2013-06-09,10:02:17,160,farewellgap_2013_06_09_100217.jpg,62.47487,NA,1,0.35247,0.39061,84.44149,9.07544,68,73,79,85,91,96,98,76.19723,8.69934,60,65,71,77,82,86,89,55.54018,7.25678,43,46,51,56,60,64,67,0.95003,0.81977,0.88532
2013-06-10,10:02:38,161,farewellgap_2013_06_10_100238.jpg,62.54630,NA,1,0.35558,0.37168,67.13222,7.98967,53,57,62,68,73,77,79,64.22401,8.14350,49,54,60,65,70,74,76,49.26075,6.55105,38,41,45,49,54,57,60,0.98070,0.86953,0.90588
2013-06-11,09:11:07,162,farewellgap_2013_06_11_091107.jpg,52.55617,NA,1,0.37248,0.36190,83.07496,12.83384,61,66,75,84,92,99,103,85.50337,13.43213,62,67,77,86,95,102,106,60.97115,11.39016,42,46,54,61,69,75,79,0.97447,0.85076,0.91455
2013-06-11,10:02:54,162,farewellgap_2013_06_11_100254.jpg,62.59749,NA,1,0.36563,0.36775,79.24078,11.24590,60,64,72,80,87,93,97,78.78274,11.34233,59,64,72,80,87,93,96,57.44853,9.78324,41,45,51,58,64,70,73,0.96485,0.88311,0.92777
2013-06-12,10:04:05,163,farewellgap_2013_06_12_100405.jpg,62.81571,NA,1,0.36645,0.40447,106.44782,17.32796,76,83,96,108,118,127,132,96.44185,16.97194,66,74,86,98,108,117,122,60.29179,14.23120,36,42,51,61,70,78,83,0.97395,0.84294,0.87522
2013-06-13,10:01:31,164,farewellgap_2013_06_13_100131.jpg,62.32627,NA,1,0.36622,0.41037,110.54842,19.37640,77,85,98,112,123,134,140,98.65485,18.86961,66,74,87,99,111,121,128,60.18387,15.88642,34,40,50,60,70,79,85,0.98388,0.87739,0.88285
2013-06-14,10:01:27,165,farewellgap_2013_06_14_100127.jpg,62.30109,NA,1,0.36857,0.41414,117.51062,21.38828,80,89,104,119,131,143,150,104.58018,20.78522,69,77,92,105,118,129,138,61.65421,17.44973,32,40,51,62,72,82,89,0.98277,0.85831,0.86417
2013-06-15,10:01:39,166,farewellgap_2013_06_15_100139.jpg,62.32182,NA,1,0.37024,0.41325,109.42231,17.60178,78,86,99,111,121,130,136,98.03609,17.15919,67,75,88,99,109,119,124,57.32931,14.60669,32,39,48,58,67,75,80,0.97913,0.80196,0.83470
2013-06-16,10:01:34,167,farewellgap_2013_06_16_100134.jpg,62.28493,NA,1,0.36840,0.40505,98.85201,15.53713,71,78,89,100,110,117,122,89.90721,15.07049,63,70,81,91,100,108,113,55.28966,12.90527,33,39,47,56,64,71,75,0.97279,0.81918,0.85730
2013-06-17,10:01:44,168,farewellgap_2013_06_17_100144.jpg,62.29106,NA,1,0.36412,0.39193,84.46799,12.59667,63,68,77,85,92,99,104,78.47488,12.75948,56,62,71,79,87,94,98,52.57421,10.89589,34,39,46,53,59,66,70,0.99045,0.86229,0.89001
