#
# ROI List for dollysods
#
# Site: dollysods
# Veg Type: DB
# ROI ID Number: 1000
# Owner: bijan
# Creation Date: 2014-11-01
# Creation Time: 21:58:24
# Update Date: 2018-04-23
# Update Time: 11:30:04
# Description: Deciduous trees in foreground
#
start_date,start_time,end_date,end_time,maskfile,sample_image
2003-11-01,00:00:00,2004-06-30,11:59:59,dollysods_DB_1000_01.tif,dollysods_2004_05_21_120000.jpg
2004-06-30,12:00:00,2004-07-20,11:59:59,dollysods_DB_1000_02.tif,dollysods_2004_06_30_120000.jpg
2004-07-20,12:00:00,2005-04-06,11:59:59,dollysods_DB_1000_03.tif,dollysods_2004_07_20_120000.jpg
2005-04-06,12:00:00,2006-10-18,11:59:59,dollysods_DB_1000_10.tif,dollysods_2005_04_06_120000.jpg
2006-10-18,12:00:00,2007-08-30,11:59:59,dollysods_DB_1000_04.tif,dollysods_2006_10_18_120000.jpg
2007-08-30,12:00:00,2007-12-07,11:59:59,dollysods_DB_1000_05.tif,dollysods_2007_08_30_120000.jpg
2007-12-07,12:00:00,2007-12-18,14:59:59,dollysods_DB_1000_06.tif,dollysods_2007_12_07_120000.jpg
2007-12-18,15:00:00,2010-06-25,13:00:00,dollysods_DB_1000_07.tif,dollysods_2007_12_18_150000.jpg
2010-06-25,13:00:00,2011-12-31,23:59:59,dollysods_DB_1000_09.tif,dollysods_2010_06_25_131600.jpg
2012-01-01,00:00:00,2014-04-17,17:00:00,dollysods_DB_1000_08.tif,dollysods_2012_05_30_120049.jpg

